102.390,8.272
107.490,11.956
112.510,10.401
117.530,8.449
122.470,7.290
127.251,6.649
132.351,6.190
137.450,5.823
142.390,5.272
147.490,4.905
152.430,4.294
157.530,3.927
162.311,3.377
167.410,2.826
172.510,2.246
177.291,1.878
182.231,1.542
187.331,1.296
192.271,0.989
197.371,0.774
202.470,0.620
207.251,0.466
